STATE,COUNTY,STNAME,CTYNAME,year,population,fips
6,1,California,Alameda County,2000,1449840,06001
6,3,California,Alpine County,2000,1209,06003
6,5,California,Amador County,2000,35153,06005
6,7,California,Butte County,2000,203807,06007
6,9,California,Calaveras County,2000,40645,06009
6,11,California,Colusa County,2000,18817,06011
6,13,California,Contra Costa County,2000,952810,06013
6,15,California,Del Norte County,2000,27440,06015
6,17,California,El Dorado County,2000,157162,06017
6,19,California,Fresno County,2000,801288,06019
6,21,California,Glenn County,2000,26416,06021
6,23,California,Humboldt County,2000,126462,06023
6,25,California,Imperial County,2000,142410,06025
6,27,California,Inyo County,2000,17955,06027
6,29,California,Kern County,2000,663803,06029
6,31,California,Kings County,2000,129835,06031
6,33,California,Lake County,2000,58538,06033
6,35,California,Lassen County,2000,33719,06035
6,37,California,Los Angeles County,2000,9538191,06037
6,39,California,Madera County,2000,123587,06039
6,41,California,Marin County,2000,247520,06041
6,43,California,Mariposa County,2000,17101,06043
6,45,California,Mendocino County,2000,86407,06045
6,47,California,Merced County,2000,212258,06047
6,49,California,Modoc County,2000,9406,06049
6,51,California,Mono County,2000,12921,06051
6,53,California,Monterey County,2000,402990,06053
6,55,California,Napa County,2000,124565,06055
6,57,California,Nevada County,2000,92520,06057
6,59,California,Orange County,2000,2854513,06059
6,61,California,Placer County,2000,251012,06061
6,63,California,Plumas County,2000,20754,06063
6,65,California,Riverside County,2000,1558985,06065
6,67,California,Sacramento County,2000,1229940,06067
6,69,California,San Benito County,2000,53781,06069
6,71,California,San Bernardino County,2000,1718037,06071
6,73,California,San Diego County,2000,2827366,06073
6,75,California,San Francisco County,2000,777885,06075
6,77,California,San Joaquin County,2000,567885,06077
6,79,California,San Luis Obispo County,2000,247839,06079
6,81,California,San Mateo County,2000,707820,06081
6,83,California,Santa Barbara County,2000,399990,06083
6,85,California,Santa Clara County,2000,1684947,06085
6,87,California,Santa Cruz County,2000,255835,06087
6,89,California,Shasta County,2000,163615,06089
6,91,California,Sierra County,2000,3574,06091
6,93,California,Siskiyou County,2000,44218,06093
6,95,California,Solano County,2000,396974,06095
6,97,California,Sonoma County,2000,460421,06097
6,99,California,Stanislaus County,2000,449471,06099
6,101,California,Sutter County,2000,79192,06101
6,103,California,Tehama County,2000,56170,06103
6,105,California,Trinity County,2000,12980,06105
6,107,California,Tulare County,2000,368627,06107
6,109,California,Tuolumne County,2000,54658,06109
6,111,California,Ventura County,2000,756506,06111
6,113,California,Yolo County,2000,169835,06113
6,115,California,Yuba County,2000,60372,06115
8,1,Colorado,Adams County,2000,350888,08001
8,3,Colorado,Alamosa County,2000,14954,08003
8,5,Colorado,Arapahoe County,2000,491482,08005
8,7,Colorado,Archuleta County,2000,10020,08007
8,9,Colorado,Baca County,2000,4501,08009
8,11,Colorado,Bent County,2000,5954,08011
8,13,Colorado,Boulder County,2000,271574,08013
8,14,Colorado,Broomfield County,2000,39679,08014
8,15,Colorado,Chaffee County,2000,16337,08015
8,17,Colorado,Cheyenne County,2000,2209,08017
8,19,Colorado,Clear Creek County,2000,9255,08019
8,21,Colorado,Conejos County,2000,8401,08021
8,23,Colorado,Costilla County,2000,3675,08023
8,25,Colorado,Crowley County,2000,5509,08025
8,27,Colorado,Custer County,2000,3523,08027
8,29,Colorado,Delta County,2000,27877,08029
8,31,Colorado,Denver County,2000,555651,08031
8,33,Colorado,Dolores County,2000,1847,08033
8,35,Colorado,Douglas County,2000,180121,08035
8,37,Colorado,Eagle County,2000,41961,08037
8,39,Colorado,Elbert County,2000,20060,08039
8,41,Colorado,El Paso County,2000,519938,08041
8,43,Colorado,Fremont County,2000,46245,08043
8,45,Colorado,Garfield County,2000,44257,08045
8,47,Colorado,Gilpin County,2000,4783,08047
8,49,Colorado,Grand County,2000,12496,08049
8,51,Colorado,Gunnison County,2000,14068,08051
8,53,Colorado,Hinsdale County,2000,791,08053
8,55,Colorado,Huerfano County,2000,7771,08055
8,57,Colorado,Jackson County,2000,1577,08057
8,59,Colorado,Jefferson County,2000,526251,08059
8,61,Colorado,Kiowa County,2000,1610,08061
8,63,Colorado,Kit Carson County,2000,7971,08063
8,65,Colorado,Lake County,2000,7815,08065
8,67,Colorado,La Plata County,2000,44228,08067
8,69,Colorado,Larimer County,2000,253072,08069
8,71,Colorado,Las Animas County,2000,15297,08071
8,73,Colorado,Lincoln County,2000,6070,08073
8,75,Colorado,Logan County,2000,20699,08075
8,77,Colorado,Mesa County,2000,117631,08077
8,79,Colorado,Mineral County,2000,832,08079
8,81,Colorado,Moffat County,2000,13147,08081
8,83,Colorado,Montezuma County,2000,23847,08083
8,85,Colorado,Montrose County,2000,33599,08085
8,87,Colorado,Morgan County,2000,27257,08087
8,89,Colorado,Otero County,2000,20242,08089
8,91,Colorado,Ouray County,2000,3775,08091
8,93,Colorado,Park County,2000,14670,08093
8,95,Colorado,Phillips County,2000,4455,08095
8,97,Colorado,Pitkin County,2000,14817,08097
8,99,Colorado,Prowers County,2000,14431,08099
8,101,Colorado,Pueblo County,2000,141800,08101
8,103,Colorado,Rio Blanco County,2000,5986,08103
8,105,Colorado,Rio Grande County,2000,12445,08105
8,107,Colorado,Routt County,2000,19815,08107
8,109,Colorado,Saguache County,2000,5939,08109
8,111,Colorado,San Juan County,2000,562,08111
8,113,Colorado,San Miguel County,2000,6609,08113
8,115,Colorado,Sedgwick County,2000,2746,08115
8,117,Colorado,Summit County,2000,23700,08117
8,119,Colorado,Teller County,2000,20655,08119
8,121,Colorado,Washington County,2000,4939,08121
8,123,Colorado,Weld County,2000,182782,08123
8,125,Colorado,Yuma County,2000,9823,08125
12,1,Florida,Alachua County,2000,218611,12001
12,3,Florida,Baker County,2000,22374,12003
12,5,Florida,Bay County,2000,148393,12005
12,7,Florida,Bradford County,2000,26064,12007
12,9,Florida,Brevard County,2000,477819,12009
12,11,Florida,Broward County,2000,1630600,12011
12,13,Florida,Calhoun County,2000,13040,12013
12,15,Florida,Charlotte County,2000,142266,12015
12,17,Florida,Citrus County,2000,118649,12017
12,19,Florida,Clay County,2000,141629,12019
12,21,Florida,Collier County,2000,254015,12021
12,23,Florida,Columbia County,2000,56571,12023
12,27,Florida,DeSoto County,2000,32196,12027
12,29,Florida,Dixie County,2000,13758,12029
12,31,Florida,Duval County,2000,779800,12031
12,33,Florida,Escambia County,2000,294725,12033
12,35,Florida,Flagler County,2000,50579,12035
12,37,Florida,Franklin County,2000,9839,12037
12,39,Florida,Gadsden County,2000,44950,12039
12,41,Florida,Gilchrist County,2000,14443,12041
12,43,Florida,Glades County,2000,10579,12043
12,45,Florida,Gulf County,2000,14566,12045
12,47,Florida,Hamilton County,2000,13330,12047
12,49,Florida,Hardee County,2000,26769,12049
12,51,Florida,Hendry County,2000,36255,12051
12,53,Florida,Hernando County,2000,131390,12053
12,55,Florida,Highlands County,2000,87417,12055
12,57,Florida,Hillsborough County,2000,1003435,12057
12,59,Florida,Holmes County,2000,18553,12059
12,61,Florida,Indian River County,2000,113323,12061
12,63,Florida,Jackson County,2000,46701,12063
12,65,Florida,Jefferson County,2000,12891,12065
12,67,Florida,Lafayette County,2000,7011,12067
12,69,Florida,Lake County,2000,212347,12069
12,71,Florida,Lee County,2000,444311,12071
12,73,Florida,Leon County,2000,240571,12073
12,75,Florida,Levy County,2000,34644,12075
12,77,Florida,Liberty County,2000,6989,12077
12,79,Florida,Madison County,2000,18734,12079
12,81,Florida,Manatee County,2000,265644,12081
12,83,Florida,Marion County,2000,260221,12083
12,85,Florida,Martin County,2000,127301,12085
12,86,Florida,Miami-Dade County,2000,2259508,12086
12,87,Florida,Monroe County,2000,79470,12087
12,89,Florida,Nassau County,2000,57957,12089
12,91,Florida,Okaloosa County,2000,171200,12091
12,93,Florida,Okeechobee County,2000,35917,12093
12,95,Florida,Orange County,2000,903019,12095
12,97,Florida,Osceola County,2000,174146,12097
12,99,Florida,Palm Beach County,2000,1135787,12099
12,101,Florida,Pasco County,2000,347038,12101
12,103,Florida,Pinellas County,2000,922150,12103
12,105,Florida,Polk County,2000,485515,12105
12,107,Florida,Putnam County,2000,70433,12107
12,109,Florida,St. Johns County,2000,124522,12109
12,111,Florida,St. Lucie County,2000,193518,12111
12,113,Florida,Santa Rosa County,2000,118360,12113
12,115,Florida,Sarasota County,2000,327165,12115
12,117,Florida,Seminole County,2000,367378,12117
12,119,Florida,Sumter County,2000,53738,12119
12,121,Florida,Suwannee County,2000,35071,12121
12,123,Florida,Taylor County,2000,19233,12123
12,125,Florida,Union County,2000,13450,12125
12,127,Florida,Volusia County,2000,444935,12127
12,129,Florida,Wakulla County,2000,22924,12129
12,131,Florida,Walton County,2000,40755,12131
12,133,Florida,Washington County,2000,21023,12133
13,1,Georgia,Appling County,2000,17396,13001
13,3,Georgia,Atkinson County,2000,7591,13003
13,5,Georgia,Bacon County,2000,10131,13005
13,7,Georgia,Baker County,2000,4025,13007
13,9,Georgia,Baldwin County,2000,44684,13009
13,11,Georgia,Banks County,2000,14544,13011
13,13,Georgia,Barrow County,2000,46520,13013
13,15,Georgia,Bartow County,2000,76806,13015
13,17,Georgia,Ben Hill County,2000,17483,13017
13,19,Georgia,Berrien County,2000,16268,13019
13,21,Georgia,Bibb County,2000,153857,13021
13,23,Georgia,Bleckley County,2000,11654,13023
13,25,Georgia,Brantley County,2000,14700,13025
13,27,Georgia,Brooks County,2000,16458,13027
13,29,Georgia,Bryan County,2000,23474,13029
13,31,Georgia,Bulloch County,2000,56146,13031
13,33,Georgia,Burke County,2000,22279,13033
13,35,Georgia,Butts County,2000,19621,13035
13,37,Georgia,Calhoun County,2000,6325,13037
13,39,Georgia,Camden County,2000,43824,13039
13,43,Georgia,Candler County,2000,9585,13043
13,45,Georgia,Carroll County,2000,87932,13045
13,47,Georgia,Catoosa County,2000,53549,13047
13,49,Georgia,Charlton County,2000,10312,13049
13,51,Georgia,Chatham County,2000,232492,13051
13,53,Georgia,Chattahoochee County,2000,15047,13053
13,55,Georgia,Chattooga County,2000,25419,13055
13,57,Georgia,Cherokee County,2000,143777,13057
13,59,Georgia,Clarke County,2000,102401,13059
13,61,Georgia,Clay County,2000,3353,13061
13,63,Georgia,Clayton County,2000,238079,13063
13,65,Georgia,Clinch County,2000,6831,13065
13,67,Georgia,Cobb County,2000,611505,13067
13,69,Georgia,Coffee County,2000,37592,13069
13,71,Georgia,Colquitt County,2000,42140,13071
13,73,Georgia,Columbia County,2000,90138,13073
13,75,Georgia,Cook County,2000,15855,13075
13,77,Georgia,Coweta County,2000,90117,13077
13,79,Georgia,Crawford County,2000,12408,13079
13,81,Georgia,Crisp County,2000,22018,13081
13,83,Georgia,Dade County,2000,15199,13083
13,85,Georgia,Dawson County,2000,16238,13085
13,87,Georgia,Decatur County,2000,28223,13087
13,89,Georgia,DeKalb County,2000,668271,13089
13,91,Georgia,Dodge County,2000,19168,13091
13,93,Georgia,Dooly County,2000,11519,13093
13,95,Georgia,Dougherty County,2000,95859,13095
13,97,Georgia,Douglas County,2000,92774,13097
13,99,Georgia,Early County,2000,12303,13099
13,101,Georgia,Echols County,2000,3782,13101
13,103,Georgia,Effingham County,2000,37755,13103
13,105,Georgia,Elbert County,2000,20464,13105
13,107,Georgia,Emanuel County,2000,21851,13107
13,109,Georgia,Evans County,2000,10531,13109
13,111,Georgia,Fannin County,2000,19954,13111
13,113,Georgia,Fayette County,2000,92073,13113
13,115,Georgia,Floyd County,2000,90837,13115
13,117,Georgia,Forsyth County,2000,100400,13117
13,119,Georgia,Franklin County,2000,20314,13119
13,121,Georgia,Fulton County,2000,816190,13121
13,123,Georgia,Gilmer County,2000,23634,13123
13,125,Georgia,Glascock County,2000,2574,13125
13,127,Georgia,Glynn County,2000,67696,13127
13,129,Georgia,Gordon County,2000,44401,13129
13,131,Georgia,Grady County,2000,23624,13131
13,133,Georgia,Greene County,2000,14389,13133
13,135,Georgia,Gwinnett County,2000,595584,13135
13,137,Georgia,Habersham County,2000,36095,13137
13,139,Georgia,Hall County,2000,140993,13139
13,141,Georgia,Hancock County,2000,10066,13141
13,143,Georgia,Haralson County,2000,25788,13143
13,145,Georgia,Harris County,2000,23912,13145
13,147,Georgia,Hart County,2000,23046,13147
13,149,Georgia,Heard County,2000,11038,13149
13,151,Georgia,Henry County,2000,121774,13151
13,153,Georgia,Houston County,2000,111294,13153
13,155,Georgia,Irwin County,2000,9905,13155
13,157,Georgia,Jackson County,2000,41845,13157
13,159,Georgia,Jasper County,2000,11496,13159
13,161,Georgia,Jeff Davis County,2000,12734,13161
13,163,Georgia,Jefferson County,2000,17229,13163
13,165,Georgia,Jenkins County,2000,8584,13165
13,167,Georgia,Johnson County,2000,8567,13167
13,169,Georgia,Jones County,2000,23762,13169
13,171,Georgia,Lamar County,2000,16024,13171
13,173,Georgia,Lanier County,2000,7283,13173
13,175,Georgia,Laurens County,2000,44931,13175
13,177,Georgia,Lee County,2000,24808,13177
13,179,Georgia,Liberty County,2000,61811,13179
13,181,Georgia,Lincoln County,2000,8335,13181
13,183,Georgia,Long County,2000,10370,13183
13,185,Georgia,Lowndes County,2000,92206,13185
13,187,Georgia,Lumpkin County,2000,21251,13187
13,189,Georgia,McDuffie County,2000,21269,13189
13,191,Georgia,McIntosh County,2000,10948,13191
13,193,Georgia,Macon County,2000,14025,13193
13,195,Georgia,Madison County,2000,25800,13195
13,197,Georgia,Marion County,2000,7189,13197
13,199,Georgia,Meriwether County,2000,22526,13199
13,201,Georgia,Miller County,2000,6351,13201
13,205,Georgia,Mitchell County,2000,23965,13205
13,207,Georgia,Monroe County,2000,21824,13207
13,209,Georgia,Montgomery County,2000,8234,13209
13,211,Georgia,Morgan County,2000,15531,13211
13,213,Georgia,Murray County,2000,36737,13213
13,215,Georgia,Muscogee County,2000,186478,13215
13,217,Georgia,Newton County,2000,62768,13217
13,219,Georgia,Oconee County,2000,25874,13219
13,221,Georgia,Oglethorpe County,2000,12688,13221
13,223,Georgia,Paulding County,2000,83026,13223
13,225,Georgia,Peach County,2000,23871,13225
13,227,Georgia,Pickens County,2000,23412,13227
13,229,Georgia,Pierce County,2000,15702,13229
13,231,Georgia,Pike County,2000,13571,13231
13,233,Georgia,Polk County,2000,38178,13233
13,235,Georgia,Pulaski County,2000,9655,13235
13,237,Georgia,Putnam County,2000,18834,13237
13,239,Georgia,Quitman County,2000,2596,13239
13,241,Georgia,Rabun County,2000,15070,13241
13,243,Georgia,Randolph County,2000,7773,13243
13,245,Georgia,Richmond County,2000,199547,13245
13,247,Georgia,Rockdale County,2000,70724,13247
13,249,Georgia,Schley County,2000,3791,13249
13,251,Georgia,Screven County,2000,15341,13251
13,253,Georgia,Seminole County,2000,9329,13253
13,255,Georgia,Spalding County,2000,58497,13255
13,257,Georgia,Stephens County,2000,25482,13257
13,259,Georgia,Stewart County,2000,5284,13259
13,261,Georgia,Sumter County,2000,33448,13261
13,263,Georgia,Talbot County,2000,6563,13263
13,265,Georgia,Taliaferro County,2000,2076,13265
13,267,Georgia,Tattnall County,2000,22322,13267
13,269,Georgia,Taylor County,2000,8821,13269
13,271,Georgia,Telfair County,2000,11893,13271
13,273,Georgia,Terrell County,2000,10935,13273
13,275,Georgia,Thomas County,2000,42829,13275
13,277,Georgia,Tift County,2000,38348,13277
13,279,Georgia,Toombs County,2000,26137,13279
13,281,Georgia,Towns County,2000,9348,13281
13,283,Georgia,Treutlen County,2000,6862,13283
13,285,Georgia,Troup County,2000,58923,13285
13,287,Georgia,Turner County,2000,9475,13287
13,289,Georgia,Twiggs County,2000,10556,13289
13,291,Georgia,Union County,2000,17398,13291
13,293,Georgia,Upson County,2000,27746,13293
13,295,Georgia,Walker County,2000,61268,13295
13,297,Georgia,Walton County,2000,61413,13297
13,299,Georgia,Ware County,2000,35421,13299
13,301,Georgia,Warren County,2000,6275,13301
13,303,Georgia,Washington County,2000,21188,13303
13,305,Georgia,Wayne County,2000,26596,13305
13,307,Georgia,Webster County,2000,2398,13307
13,309,Georgia,Wheeler County,2000,6174,13309
13,311,Georgia,White County,2000,20186,13311
13,313,Georgia,Whitfield County,2000,84222,13313
13,315,Georgia,Wilcox County,2000,8632,13315
13,317,Georgia,Wilkes County,2000,10694,13317
13,319,Georgia,Wilkinson County,2000,10193,13319
13,321,Georgia,Worth County,2000,21983,13321
16,1,Idaho,Ada County,2000,303328,16001
16,3,Idaho,Adams County,2000,3477,16003
16,5,Idaho,Bannock County,2000,75728,16005
16,7,Idaho,Bear Lake County,2000,6424,16007
16,9,Idaho,Benewah County,2000,9186,16009
16,11,Idaho,Bingham County,2000,41753,16011
16,13,Idaho,Blaine County,2000,19115,16013
16,15,Idaho,Boise County,2000,6702,16015
16,17,Idaho,Bonner County,2000,36950,16017
16,19,Idaho,Bonneville County,2000,82968,16019
16,21,Idaho,Boundary County,2000,9913,16021
16,23,Idaho,Butte County,2000,2894,16023
16,25,Idaho,Camas County,2000,968,16025
16,27,Idaho,Canyon County,2000,133082,16027
16,29,Idaho,Caribou County,2000,7281,16029
16,31,Idaho,Cassia County,2000,21393,16031
16,33,Idaho,Clark County,2000,1024,16033
16,35,Idaho,Clearwater County,2000,8930,16035
16,37,Idaho,Custer County,2000,4336,16037
16,39,Idaho,Elmore County,2000,28610,16039
16,41,Idaho,Franklin County,2000,11350,16041
16,43,Idaho,Fremont County,2000,11769,16043
16,45,Idaho,Gem County,2000,15215,16045
16,47,Idaho,Gooding County,2000,14196,16047
16,49,Idaho,Idaho County,2000,15470,16049
16,51,Idaho,Jefferson County,2000,19193,16051
16,53,Idaho,Jerome County,2000,18493,16053
16,55,Idaho,Kootenai County,2000,109487,16055
16,57,Idaho,Latah County,2000,34878,16057
16,59,Idaho,Lemhi County,2000,7724,16059
16,61,Idaho,Lewis County,2000,3740,16061
16,63,Idaho,Lincoln County,2000,4051,16063
16,65,Idaho,Madison County,2000,27519,16065
16,67,Idaho,Minidoka County,2000,20103,16067
16,69,Idaho,Nez Perce County,2000,37398,16069
16,71,Idaho,Oneida County,2000,4135,16071
16,73,Idaho,Owyhee County,2000,10690,16073
16,75,Idaho,Payette County,2000,20624,16075
16,77,Idaho,Power County,2000,7484,16077
16,79,Idaho,Shoshone County,2000,13762,16079
16,81,Idaho,Teton County,2000,6098,16081
16,83,Idaho,Twin Falls County,2000,64360,16083
16,85,Idaho,Valley County,2000,7659,16085
16,87,Idaho,Washington County,2000,9970,16087
28,1,Mississippi,Adams County,2000,34246,28001
28,3,Mississippi,Alcorn County,2000,34600,28003
28,5,Mississippi,Amite County,2000,13546,28005
28,7,Mississippi,Attala County,2000,19620,28007
28,9,Mississippi,Benton County,2000,8034,28009
28,11,Mississippi,Bolivar County,2000,40381,28011
28,13,Mississippi,Calhoun County,2000,15044,28013
28,15,Mississippi,Carroll County,2000,10764,28015
28,17,Mississippi,Chickasaw County,2000,19372,28017
28,19,Mississippi,Choctaw County,2000,9742,28019
28,21,Mississippi,Claiborne County,2000,11792,28021
28,23,Mississippi,Clarke County,2000,17749,28023
28,25,Mississippi,Clay County,2000,21984,28025
28,27,Mississippi,Coahoma County,2000,30526,28027
28,29,Mississippi,Copiah County,2000,28761,28029
28,31,Mississippi,Covington County,2000,19426,28031
28,33,Mississippi,DeSoto County,2000,108714,28033
28,35,Mississippi,Forrest County,2000,71982,28035
28,37,Mississippi,Franklin County,2000,8414,28037
28,39,Mississippi,George County,2000,19257,28039
28,41,Mississippi,Greene County,2000,13295,28041
28,43,Mississippi,Grenada County,2000,23160,28043
28,45,Mississippi,Hancock County,2000,43307,28045
28,47,Mississippi,Harrison County,2000,190071,28047
28,49,Mississippi,Hinds County,2000,250474,28049
28,51,Mississippi,Holmes County,2000,21564,28051
28,53,Mississippi,Humphreys County,2000,11106,28053
28,55,Mississippi,Issaquena County,2000,2258,28055
28,57,Mississippi,Itawamba County,2000,22853,28057
28,59,Mississippi,Jackson County,2000,132019,28059
28,61,Mississippi,Jasper County,2000,18110,28061
28,63,Mississippi,Jefferson County,2000,9649,28063
28,65,Mississippi,Jefferson Davis County,2000,13853,28065
28,67,Mississippi,Jones County,2000,64993,28067
28,69,Mississippi,Kemper County,2000,10443,28069
28,71,Mississippi,Lafayette County,2000,38759,28071
28,73,Mississippi,Lamar County,2000,40211,28073
28,75,Mississippi,Lauderdale County,2000,78195,28075
28,77,Mississippi,Lawrence County,2000,13215,28077
28,79,Mississippi,Leake County,2000,20964,28079
28,81,Mississippi,Lee County,2000,75876,28081
28,83,Mississippi,Leflore County,2000,37763,28083
28,85,Mississippi,Lincoln County,2000,33163,28085
28,87,Mississippi,Lowndes County,2000,61529,28087
28,89,Mississippi,Madison County,2000,75089,28089
28,91,Mississippi,Marion County,2000,25616,28091
28,93,Mississippi,Marshall County,2000,35004,28093
28,95,Mississippi,Monroe County,2000,37981,28095
28,97,Mississippi,Montgomery County,2000,12115,28097
28,99,Mississippi,Neshoba County,2000,28689,28099
28,101,Mississippi,Newton County,2000,21791,28101
28,103,Mississippi,Noxubee County,2000,12536,28103
28,105,Mississippi,Oktibbeha County,2000,43122,28105
28,107,Mississippi,Panola County,2000,34379,28107
28,109,Mississippi,Pearl River County,2000,48621,28109
28,111,Mississippi,Perry County,2000,12149,28111
28,113,Mississippi,Pike County,2000,38995,28113
28,115,Mississippi,Pontotoc County,2000,26967,28115
28,117,Mississippi,Prentiss County,2000,25662,28117
28,119,Mississippi,Quitman County,2000,10055,28119
28,121,Mississippi,Rankin County,2000,116255,28121
28,123,Mississippi,Scott County,2000,28393,28123
28,125,Mississippi,Sharkey County,2000,6520,28125
28,127,Mississippi,Simpson County,2000,27641,28127
28,129,Mississippi,Smith County,2000,16182,28129
28,131,Mississippi,Stone County,2000,13664,28131
28,133,Mississippi,Sunflower County,2000,34249,28133
28,135,Mississippi,Tallahatchie County,2000,14927,28135
28,137,Mississippi,Tate County,2000,25477,28137
28,139,Mississippi,Tippah County,2000,20925,28139
28,141,Mississippi,Tishomingo County,2000,19158,28141
28,143,Mississippi,Tunica County,2000,9242,28143
28,145,Mississippi,Union County,2000,25484,28145
28,147,Mississippi,Walthall County,2000,15099,28147
28,149,Mississippi,Warren County,2000,49598,28149
28,151,Mississippi,Washington County,2000,62657,28151
28,153,Mississippi,Wayne County,2000,21342,28153
28,155,Mississippi,Webster County,2000,10282,28155
28,157,Mississippi,Wilkinson County,2000,10307,28157
28,159,Mississippi,Winston County,2000,20152,28159
28,161,Mississippi,Yalobusha County,2000,13125,28161
28,163,Mississippi,Yazoo County,2000,28119,28163
30,1,Montana,Beaverhead County,2000,9204,30001
30,3,Montana,Big Horn County,2000,12669,30003
30,5,Montana,Blaine County,2000,6968,30005
30,7,Montana,Broadwater County,2000,4378,30007
30,9,Montana,Carbon County,2000,9561,30009
30,11,Montana,Carter County,2000,1335,30011
30,13,Montana,Cascade County,2000,80318,30013
30,15,Montana,Chouteau County,2000,6062,30015
30,17,Montana,Custer County,2000,11678,30017
30,19,Montana,Daniels County,2000,2005,30019
30,21,Montana,Dawson County,2000,9050,30021
30,23,Montana,Deer Lodge County,2000,9409,30023
30,25,Montana,Fallon County,2000,2816,30025
30,27,Montana,Fergus County,2000,11902,30027
30,29,Montana,Flathead County,2000,74774,30029
30,31,Montana,Gallatin County,2000,68375,30031
30,33,Montana,Garfield County,2000,1268,30033
30,35,Montana,Glacier County,2000,13183,30035
30,37,Montana,Golden Valley County,2000,1019,30037
30,39,Montana,Granite County,2000,2849,30039
30,41,Montana,Hill County,2000,16605,30041
30,43,Montana,Jefferson County,2000,10052,30043
30,45,Montana,Judith Basin County,2000,2330,30045
30,47,Montana,Lake County,2000,26588,30047
30,49,Montana,Lewis and Clark County,2000,55886,30049
30,51,Montana,Liberty County,2000,2168,30051
30,53,Montana,Lincoln County,2000,18818,30053
30,55,Montana,McCone County,2000,1960,30055
30,57,Montana,Madison County,2000,6870,30057
30,59,Montana,Meagher County,2000,1916,30059
30,61,Montana,Mineral County,2000,3877,30061
30,63,Montana,Missoula County,2000,96178,30063
30,65,Montana,Musselshell County,2000,4471,30065
30,67,Montana,Park County,2000,15710,30067
30,69,Montana,Petroleum County,2000,493,30069
30,71,Montana,Phillips County,2000,4568,30071
30,73,Montana,Pondera County,2000,6384,30073
30,75,Montana,Powder River County,2000,1847,30075
30,77,Montana,Powell County,2000,7203,30077
30,79,Montana,Prairie County,2000,1179,30079
30,81,Montana,Ravalli County,2000,36301,30081
30,83,Montana,Richland County,2000,9619,30083
30,85,Montana,Roosevelt County,2000,10623,30085
30,87,Montana,Rosebud County,2000,9399,30087
30,89,Montana,Sanders County,2000,10287,30089
30,91,Montana,Sheridan County,2000,4078,30091
30,93,Montana,Silver Bow County,2000,34571,30093
30,95,Montana,Stillwater County,2000,8247,30095
30,97,Montana,Sweet Grass County,2000,3633,30097
30,99,Montana,Teton County,2000,6436,30099
30,101,Montana,Toole County,2000,5261,30101
30,103,Montana,Treasure County,2000,854,30103
30,105,Montana,Valley County,2000,7653,30105
30,107,Montana,Wheatland County,2000,2243,30107
30,109,Montana,Wibaux County,2000,1072,30109
30,111,Montana,Yellowstone County,2000,129570,30111
37,1,North Carolina,Alamance County,2000,131423,37001
37,3,North Carolina,Alexander County,2000,33774,37003
37,5,North Carolina,Alleghany County,2000,10673,37005
37,7,North Carolina,Anson County,2000,25342,37007
37,9,North Carolina,Ashe County,2000,24480,37009
37,11,North Carolina,Avery County,2000,17318,37011
37,13,North Carolina,Beaufort County,2000,44950,37013
37,15,North Carolina,Bertie County,2000,19762,37015
37,17,North Carolina,Bladen County,2000,32270,37017
37,19,North Carolina,Brunswick County,2000,73717,37019
37,21,North Carolina,Buncombe County,2000,207152,37021
37,23,North Carolina,Burke County,2000,89353,37023
37,25,North Carolina,Cabarrus County,2000,132231,37025
37,27,North Carolina,Caldwell County,2000,77721,37027
37,29,North Carolina,Camden County,2000,6925,37029
37,31,North Carolina,Carteret County,2000,59406,37031
37,33,North Carolina,Caswell County,2000,23527,37033
37,35,North Carolina,Catawba County,2000,142399,37035
37,37,North Carolina,Chatham County,2000,49740,37037
37,39,North Carolina,Cherokee County,2000,24357,37039
37,41,North Carolina,Chowan County,2000,14478,37041
37,43,North Carolina,Clay County,2000,8824,37043
37,45,North Carolina,Cleveland County,2000,96357,37045
37,47,North Carolina,Columbus County,2000,54759,37047
37,49,North Carolina,Craven County,2000,91954,37049
37,51,North Carolina,Cumberland County,2000,303755,37051
37,53,North Carolina,Currituck County,2000,18294,37053
37,55,North Carolina,Dare County,2000,30149,37055
37,57,North Carolina,Davidson County,2000,147713,37057
37,59,North Carolina,Davie County,2000,35046,37059
37,61,North Carolina,Duplin County,2000,49236,37061
37,63,North Carolina,Durham County,2000,224476,37063
37,65,North Carolina,Edgecombe County,2000,55443,37065
37,67,North Carolina,Forsyth County,2000,307156,37067
37,69,North Carolina,Franklin County,2000,47611,37069
37,71,North Carolina,Gaston County,2000,190679,37071
37,73,North Carolina,Gates County,2000,10505,37073
37,75,North Carolina,Graham County,2000,7994,37075
37,77,North Carolina,Granville County,2000,48824,37077
37,79,North Carolina,Greene County,2000,19020,37079
37,81,North Carolina,Guilford County,2000,422324,37081
37,83,North Carolina,Halifax County,2000,57306,37083
37,85,North Carolina,Harnett County,2000,91393,37085
37,87,North Carolina,Haywood County,2000,54133,37087
37,89,North Carolina,Henderson County,2000,89662,37089
37,91,North Carolina,Hertford County,2000,22598,37091
37,93,North Carolina,Hoke County,2000,33923,37093
37,95,North Carolina,Hyde County,2000,5833,37095
37,97,North Carolina,Iredell County,2000,123563,37097
37,99,North Carolina,Jackson County,2000,33303,37099
37,101,North Carolina,Johnston County,2000,123279,37101
37,103,North Carolina,Jones County,2000,10289,37103
37,105,North Carolina,Lee County,2000,49482,37105
37,107,North Carolina,Lenoir County,2000,59556,37107
37,109,North Carolina,Lincoln County,2000,64152,37109
