state,county_name,year,opioid_grams
AK,ALEUTIANS EAST,2006,0.9081
AK,ALEUTIANS EAST,2007,0.3027
AK,ALEUTIANS EAST,2011,0.03008
AK,ALEUTIANS EAST,2012,0.01504
AK,ALEUTIANS EAST,2013,0.12784
AK,ALEUTIANS EAST,2019,0.6064
AK,ALEUTIANS WEST,2006,175.7859
AK,ALEUTIANS WEST,2007,207.0422845
AK,ALEUTIANS WEST,2008,177.14958000000001
AK,ALEUTIANS WEST,2009,134.21305
AK,ALEUTIANS WEST,2010,128.95085
AK,ALEUTIANS WEST,2011,126.74021300000001
AK,ALEUTIANS WEST,2012,64.19564
AK,ALEUTIANS WEST,2013,68.115508
AK,ALEUTIANS WEST,2014,65.70107
AK,ALEUTIANS WEST,2017,22.101
AK,ANCHORAGE,2006,293340.964034558
AK,ANCHORAGE,2007,292990.266345439
AK,ANCHORAGE,2008,301910.994131863
AK,ANCHORAGE,2009,308273.152685218
AK,ANCHORAGE,2010,310390.319094491
AK,ANCHORAGE,2011,324973.167786666
AK,ANCHORAGE,2012,273546.465554238
AK,ANCHORAGE,2013,255056.450940545
AK,ANCHORAGE,2014,252100.419562215
AK,ANCHORAGE,2015,252105.2209902986
AK,ANCHORAGE,2016,282570.0580807996
AK,ANCHORAGE,2017,263368.8885207402
AK,ANCHORAGE,2018,652751.05801142
AK,ANCHORAGE,2019,195565.91555127
AK,BETHEL,2006,2474.698483391
AK,BETHEL,2007,2289.683524283
AK,BETHEL,2008,2321.586054891
AK,BETHEL,2009,1916.456288443
AK,BETHEL,2010,2580.921998753
AK,BETHEL,2011,2453.136973251
AK,BETHEL,2012,2592.752352133
AK,BETHEL,2013,2692.14917295
AK,BETHEL,2014,2406.079612223
AK,BETHEL,2015,2433.293939684
AK,BETHEL,2016,1988.255870735
AK,BETHEL,2017,1579.602585071
AK,BETHEL,2018,1167.396529082
AK,BETHEL,2019,1235.4143972810002
AK,BRISTOL BAY,2014,13.866000000000001
AK,BRISTOL BAY,2015,6.054
AK,BRISTOL BAY,2016,3.027
AK,BRISTOL BAY,2017,3.027
AK,BRISTOL BAY,2018,3.027
AK,DENALI,2006,11.80245
AK,DENALI,2007,42.71565
AK,DENALI,2008,2.7992610340000006
AK,DENALI,2009,3.9602600000000003
AK,DENALI,2010,3.78375
AK,DENALI,2011,0.06176
AK,DENALI,2012,5.735061035
AK,DENALI,2014,0.24824800000000002
AK,DENALI,2015,6.04558
AK,DENALI,2016,18.209899999999998
AK,DENALI,2017,8.47
AK,DENALI,2018,12.114600000000001
AK,DENALI,2019,5.05895
AK,DILLINGHAM,2006,1599.215387816
AK,DILLINGHAM,2007,1751.4367376540001
AK,DILLINGHAM,2008,1823.2234952979998
AK,DILLINGHAM,2009,1845.302825641
AK,DILLINGHAM,2010,1936.513954581
AK,DILLINGHAM,2011,2052.167867665
AK,DILLINGHAM,2012,2168.438496225
AK,DILLINGHAM,2013,2016.491755775
AK,DILLINGHAM,2014,1545.981205184
AK,DILLINGHAM,2015,1403.24942402
AK,DILLINGHAM,2016,1333.3967400000001
AK,DILLINGHAM,2017,1157.449578
AK,DILLINGHAM,2018,1203.0728106
AK,DILLINGHAM,2019,838.8338484000001
AK,FAIRBANKS NORTH STAR,2006,36699.59763715
AK,FAIRBANKS NORTH STAR,2007,34902.742666028
AK,FAIRBANKS NORTH STAR,2008,40146.968010192
AK,FAIRBANKS NORTH STAR,2009,40636.867782449
AK,FAIRBANKS NORTH STAR,2010,42790.615662037
AK,FAIRBANKS NORTH STAR,2011,48551.242045267
AK,FAIRBANKS NORTH STAR,2012,46110.022858829005
AK,FAIRBANKS NORTH STAR,2013,41201.547090550004
AK,FAIRBANKS NORTH STAR,2014,40674.987284365
AK,FAIRBANKS NORTH STAR,2015,39602.149285461
AK,FAIRBANKS NORTH STAR,2016,37296.352401269
AK,FAIRBANKS NORTH STAR,2017,33067.054845212
AK,FAIRBANKS NORTH STAR,2018,29154.352316388
AK,FAIRBANKS NORTH STAR,2019,23791.807884078997
AK,HAINES,2006,627.359980975
AK,HAINES,2007,778.6616918970001
AK,HAINES,2008,737.194903308
AK,HAINES,2009,622.235285
AK,HAINES,2010,569.099927238
AK,HAINES,2011,534.75548
AK,HAINES,2012,383.229915
AK,HAINES,2013,407.12071711
AK,HAINES,2014,366.38863104
AK,HAINES,2015,172.596222934
AK,HAINES,2016,165.393625681
AK,HAINES,2017,108.986424966
AK,HAINES,2018,93.0742051
AK,HAINES,2019,104.0131256
AK,HOONAH ANGOON,2006,58.995450000000005
AK,HOONAH ANGOON,2007,48.84780000000001
AK,HOONAH ANGOON,2008,15.5469
AK,HOONAH ANGOON,2010,0.01604
AK,HOONAH ANGOON,2012,0.001
AK,HOONAH ANGOON,2013,0.145296
AK,JUNEAU,2006,11017.549796379
AK,JUNEAU,2007,12048.135046542
AK,JUNEAU,2008,12647.362591047
AK,JUNEAU,2009,12940.695035028
AK,JUNEAU,2010,13163.208759068999
AK,JUNEAU,2011,12650.374275883
AK,JUNEAU,2012,12392.434716153
AK,JUNEAU,2013,11746.689696269
AK,JUNEAU,2014,11359.947497541
AK,JUNEAU,2015,10939.621244937
AK,JUNEAU,2016,10589.52272556
AK,JUNEAU,2017,9194.386039486999
AK,JUNEAU,2018,7566.962744279
AK,JUNEAU,2019,6147.092856335
AK,KENAI PENINSULA,2006,30999.392542581998
AK,KENAI PENINSULA,2007,33894.710586393
AK,KENAI PENINSULA,2008,36754.408117237
AK,KENAI PENINSULA,2009,38987.25179345
AK,KENAI PENINSULA,2010,39718.994112488
AK,KENAI PENINSULA,2011,39325.796534983
AK,KENAI PENINSULA,2012,38095.899621966
AK,KENAI PENINSULA,2013,40459.956402349
AK,KENAI PENINSULA,2014,38122.979923251
AK,KENAI PENINSULA,2015,41732.913223822994
AK,KENAI PENINSULA,2016,42366.479389727
AK,KENAI PENINSULA,2017,34808.512478278
AK,KENAI PENINSULA,2018,30205.838462908
AK,KENAI PENINSULA,2019,25568.283129338997
AK,KETCHIKAN GATEWAY,2006,7296.120470299999
AK,KETCHIKAN GATEWAY,2007,6417.672385895
AK,KETCHIKAN GATEWAY,2008,6201.7227930399995
AK,KETCHIKAN GATEWAY,2009,5981.760072057999
AK,KETCHIKAN GATEWAY,2010,6284.068012375
AK,KETCHIKAN GATEWAY,2011,6589.289460677
AK,KETCHIKAN GATEWAY,2012,6093.89623794
AK,KETCHIKAN GATEWAY,2013,6864.266847622999
AK,KETCHIKAN GATEWAY,2014,6559.337828451
AK,KETCHIKAN GATEWAY,2015,6214.993762212
AK,KETCHIKAN GATEWAY,2016,5504.245570444
AK,KETCHIKAN GATEWAY,2017,4437.418964912
AK,KETCHIKAN GATEWAY,2018,3358.24015665
AK,KETCHIKAN GATEWAY,2019,3059.63943845
AK,KODIAK ISLAND,2006,2727.234237566
AK,KODIAK ISLAND,2007,3251.4356021490003
AK,KODIAK ISLAND,2008,3341.03962598
AK,KODIAK ISLAND,2009,3588.681158566
AK,KODIAK ISLAND,2010,3461.22950517
AK,KODIAK ISLAND,2011,3465.743705777
AK,KODIAK ISLAND,2012,3699.468150448
AK,KODIAK ISLAND,2013,3372.3013729289996
AK,KODIAK ISLAND,2014,3102.848970928
AK,KODIAK ISLAND,2015,2860.670176674
AK,KODIAK ISLAND,2016,2447.874941861
AK,KODIAK ISLAND,2017,2067.274371567
AK,KODIAK ISLAND,2018,1617.304225929
AK,KODIAK ISLAND,2019,1476.846042638
AK,MATANUSKA SUSITNA,2006,38534.539109786
AK,MATANUSKA SUSITNA,2007,47916.556183305
AK,MATANUSKA SUSITNA,2008,42976.963040523995
AK,MATANUSKA SUSITNA,2009,43814.546948262
AK,MATANUSKA SUSITNA,2010,48476.376842808
AK,MATANUSKA SUSITNA,2011,55340.772333833
AK,MATANUSKA SUSITNA,2012,60094.157639893
AK,MATANUSKA SUSITNA,2013,57149.97440563
AK,MATANUSKA SUSITNA,2014,52923.440270484
AK,MATANUSKA SUSITNA,2015,54412.153391962
AK,MATANUSKA SUSITNA,2016,56694.925677651
AK,MATANUSKA SUSITNA,2017,56501.231121512996
AK,MATANUSKA SUSITNA,2018,53628.883539662
AK,MATANUSKA SUSITNA,2019,46195.629575981
AK,NOME,2006,2081.004790133
AK,NOME,2007,2221.287621023
AK,NOME,2008,3002.476834359
AK,NOME,2009,2897.403874371
AK,NOME,2010,3465.637767024
AK,NOME,2011,3039.16387304
AK,NOME,2012,2971.331919446
AK,NOME,2013,3028.0156199529997
AK,NOME,2014,2861.4234348309997
AK,NOME,2015,2162.7093313
AK,NOME,2016,1971.86756719
AK,NOME,2017,1126.6933861960001
AK,NOME,2018,718.0247823640001
AK,NOME,2019,549.637875997
AK,NORTH SLOPE,2006,841.111005706
AK,NORTH SLOPE,2007,1014.49458679
AK,NORTH SLOPE,2008,1069.7921563549999
AK,NORTH SLOPE,2009,1172.586678363
AK,NORTH SLOPE,2010,1272.786248643
AK,NORTH SLOPE,2011,1207.576893892
AK,NORTH SLOPE,2012,1216.559807224
AK,NORTH SLOPE,2013,1261.383145974
AK,NORTH SLOPE,2014,1345.8025108699999
AK,NORTH SLOPE,2015,1099.422639686
AK,NORTH SLOPE,2016,764.538876847
AK,NORTH SLOPE,2017,589.119584711
AK,NORTH SLOPE,2018,433.4497384
AK,NORTH SLOPE,2019,462.578475
AK,NORTHWEST ARCTIC,2006,1852.35749604
AK,NORTHWEST ARCTIC,2007,2789.766701531
AK,NORTHWEST ARCTIC,2008,2618.518250943
AK,NORTHWEST ARCTIC,2009,1794.5528809999998
AK,NORTHWEST ARCTIC,2010,2081.01589377
AK,NORTHWEST ARCTIC,2011,2107.19993312
AK,NORTHWEST ARCTIC,2012,2190.7120420799997
AK,NORTHWEST ARCTIC,2013,1992.2657379
AK,NORTHWEST ARCTIC,2014,2205.5598415609998
AK,NORTHWEST ARCTIC,2015,2363.868164
AK,NORTHWEST ARCTIC,2016,1823.8896015609998
AK,NORTHWEST ARCTIC,2017,1939.8556725199999
AK,NORTHWEST ARCTIC,2018,1651.667485252
AK,NORTHWEST ARCTIC,2019,1593.3613871
AK,PETERSBURG,2006,1498.65161516
AK,PETERSBURG,2007,1477.23472294
AK,PETERSBURG,2008,1576.5268280799999
AK,PETERSBURG,2009,1514.26354102
AK,PETERSBURG,2010,1426.1404525
AK,PETERSBURG,2011,1026.9430305
AK,PETERSBURG,2012,1027.593242492
AK,PETERSBURG,2013,932.95135117
AK,PETERSBURG,2014,901.5266765199999
AK,PETERSBURG,2015,938.229666
AK,PETERSBURG,2016,861.8285463
AK,PETERSBURG,2017,857.8320730999999
AK,PETERSBURG,2018,848.9461289999999
AK,PETERSBURG,2019,842.8477928499999
AK,PRINCE OF WALES HYDER,2006,2486.0624165149998
AK,PRINCE OF WALES HYDER,2007,2103.273308179
AK,PRINCE OF WALES HYDER,2008,1919.087879557
AK,PRINCE OF WALES HYDER,2009,1554.7691461579998
AK,PRINCE OF WALES HYDER,2010,1399.50726457
AK,PRINCE OF WALES HYDER,2011,1508.199516252
AK,PRINCE OF WALES HYDER,2012,1634.199826998
AK,PRINCE OF WALES HYDER,2013,1984.104320645
AK,PRINCE OF WALES HYDER,2014,2239.059121032
AK,PRINCE OF WALES HYDER,2015,2187.459597132
AK,PRINCE OF WALES HYDER,2016,2324.073722
AK,PRINCE OF WALES HYDER,2017,2328.121320239
AK,PRINCE OF WALES HYDER,2018,1820.1167088739999
AK,PRINCE OF WALES HYDER,2019,1757.3832854020002
AK,SITKA,2006,6545.748840991
AK,SITKA,2007,6028.710325669
AK,SITKA,2008,6644.217817352
AK,SITKA,2009,7574.6274152569995
AK,SITKA,2010,7065.108973555
AK,SITKA,2011,6239.606418036
AK,SITKA,2012,6480.162086042
AK,SITKA,2013,6135.469005202
AK,SITKA,2014,6032.409037355999
AK,SITKA,2015,5736.968859978
AK,SITKA,2016,4493.191885508
AK,SITKA,2017,3367.3714501349996
AK,SITKA,2018,2779.242987369
AK,SITKA,2019,2431.0218898700005
AK,SKAGWAY,2006,39.11291448
AK,SKAGWAY,2007,32.01709
AK,SKAGWAY,2008,24.91405
AK,SKAGWAY,2009,21.307525000000002
AK,SKAGWAY,2010,42.53084
AK,SKAGWAY,2011,29.370964999999998
AK,SKAGWAY,2012,27.67191
AK,SKAGWAY,2013,8.11896
AK,SKAGWAY,2014,53.144505
AK,SKAGWAY,2015,72.73575
AK,SKAGWAY,2016,29.51325
AK,SKAGWAY,2017,7.3468800000000005
AK,SKAGWAY,2018,3.23171
AK,SKAGWAY,2019,15.065800000000001
AK,SOUTHEAST FAIRBANKS,2006,817.906751334
AK,SOUTHEAST FAIRBANKS,2007,827.5225485230001
AK,SOUTHEAST FAIRBANKS,2008,1111.859713163
AK,SOUTHEAST FAIRBANKS,2009,1016.51348953
AK,SOUTHEAST FAIRBANKS,2010,1242.6249968
AK,SOUTHEAST FAIRBANKS,2011,1757.0503422
AK,SOUTHEAST FAIRBANKS,2012,1685.0476174
AK,SOUTHEAST FAIRBANKS,2013,107.2732
AK,SOUTHEAST FAIRBANKS,2014,90.54251105
AK,SOUTHEAST FAIRBANKS,2015,196.545592528
AK,SOUTHEAST FAIRBANKS,2016,18.857689999999998
AK,SOUTHEAST FAIRBANKS,2017,452.8579764
AK,SOUTHEAST FAIRBANKS,2018,768.0103849999999
AK,SOUTHEAST FAIRBANKS,2019,853.4116318
AK,VALDEZ CORDOVA,2006,2306.425922428
AK,VALDEZ CORDOVA,2007,2612.791477245
AK,VALDEZ CORDOVA,2008,3105.774009555
AK,VALDEZ CORDOVA,2009,3282.4251656049996
AK,VALDEZ CORDOVA,2010,3195.185441744
AK,VALDEZ CORDOVA,2011,3301.707646733
AK,VALDEZ CORDOVA,2012,3779.6425683919997
AK,VALDEZ CORDOVA,2013,3775.906745022
AK,VALDEZ CORDOVA,2014,3250.850183999
AK,VALDEZ CORDOVA,2015,2997.1099726579996
AK,VALDEZ CORDOVA,2016,2753.61272621
AK,VALDEZ CORDOVA,2017,2206.270077897
AK,VALDEZ CORDOVA,2018,1894.5212816599999
AK,VALDEZ CORDOVA,2019,1790.721900327
AK,WADE HAMPTON,2011,0.036324
AK,WADE HAMPTON,2013,0.036324
AK,WRANGELL,2006,448.8959894
AK,WRANGELL,2007,411.42104989999996
AK,WRANGELL,2008,420.819017435
AK,WRANGELL,2009,440.523551435
AK,WRANGELL,2010,559.48670332
AK,WRANGELL,2011,551.486179375
AK,WRANGELL,2012,651.0266783110001
AK,WRANGELL,2013,709.3356602
AK,WRANGELL,2014,758.02463222
AK,WRANGELL,2015,745.701399682
AK,WRANGELL,2016,715.963681641
AK,WRANGELL,2017,711.965009691
AK,WRANGELL,2018,396.20390282
AK,WRANGELL,2019,570.047280164
AK,YAKUTAT,2006,0.78411
AK,YAKUTAT,2007,1.812945
AK,YAKUTAT,2008,14.360574967000002
AK,YAKUTAT,2009,20.418075
AK,YAKUTAT,2010,25.293275
AK,YAKUTAT,2011,16.2716
AK,YAKUTAT,2012,18.874475
AK,YAKUTAT,2013,31.210975
AK,YAKUTAT,2014,21.0697
AK,YAKUTAT,2015,31.035332000000004
AK,YAKUTAT,2016,0.1504
AK,YAKUTAT,2017,12.061332
AK,YAKUTAT,2018,3.0728328000000005
AK,YAKUTAT,2019,7.726400000000001
AK,YUKON KOYUKUK,2006,1.236226
AK,YUKON KOYUKUK,2010,0.0752
AL,AUTAUGA,2006,26881.32790903
AL,AUTAUGA,2007,28160.613914591
AL,AUTAUGA,2008,30691.533188598998
AL,AUTAUGA,2009,33238.705946265996
AL,AUTAUGA,2010,36008.160835925
AL,AUTAUGA,2011,40474.924901339
AL,AUTAUGA,2012,42782.908877379
AL,AUTAUGA,2013,42612.393455724
AL,AUTAUGA,2014,43732.800064614996
AL,AUTAUGA,2015,41658.040662054
AL,AUTAUGA,2016,37905.583743905
AL,AUTAUGA,2017,32714.019362084
AL,AUTAUGA,2018,27123.323130795
AL,AUTAUGA,2019,22305.349187805
AL,BALDWIN,2006,91580.527252877
AL,BALDWIN,2007,100318.094470363
AL,BALDWIN,2008,105853.044031249
AL,BALDWIN,2009,113222.089729412
AL,BALDWIN,2010,125268.854470249
AL,BALDWIN,2011,144028.027862794
AL,BALDWIN,2012,169836.342692855
AL,BALDWIN,2013,168404.099682278
AL,BALDWIN,2014,163169.155685149
AL,BALDWIN,2015,157198.509576347
AL,BALDWIN,2016,144265.221669024
AL,BALDWIN,2017,118037.71989255899
AL,BALDWIN,2018,92909.44719093399
AL,BALDWIN,2019,79029.69773205
AL,BARBOUR,2006,8689.061273576
AL,BARBOUR,2007,9147.573750296
AL,BARBOUR,2008,9836.490133512
AL,BARBOUR,2009,10390.571424956
AL,BARBOUR,2010,11038.758470053
AL,BARBOUR,2011,11465.672368565
AL,BARBOUR,2012,13035.643908357999
AL,BARBOUR,2013,13259.149745069999
AL,BARBOUR,2014,11489.817546438
AL,BARBOUR,2015,11296.41573848
AL,BARBOUR,2016,10332.942861115
AL,BARBOUR,2017,9037.805713385
AL,BARBOUR,2018,7865.039252076999
AL,BARBOUR,2019,7018.071148334
AL,BIBB,2006,8732.335424493
AL,BIBB,2007,10264.088947057
AL,BIBB,2008,11194.91069516
AL,BIBB,2009,11709.055639393
AL,BIBB,2010,13150.053879177
AL,BIBB,2011,14947.830600715999
AL,BIBB,2012,15554.314243081999
AL,BIBB,2013,15138.54091707
AL,BIBB,2014,16193.983963694
AL,BIBB,2015,15726.717391938
AL,BIBB,2016,15539.266350871
AL,BIBB,2017,13841.335703637
AL,BIBB,2018,11505.199659635
AL,BIBB,2019,10112.400794858
AL,BLOUNT,2006,14785.156686236
AL,BLOUNT,2007,15882.023661474
AL,BLOUNT,2008,15468.59927794
AL,BLOUNT,2009,17167.47726252
AL,BLOUNT,2010,17886.314236797
AL,BLOUNT,2011,21296.611743351
AL,BLOUNT,2012,22330.740049312
AL,BLOUNT,2013,22668.034031389998
AL,BLOUNT,2014,21580.269293589
AL,BLOUNT,2015,22918.865332876
AL,BLOUNT,2016,22416.358058881
AL,BLOUNT,2017,21014.327778533
AL,BLOUNT,2018,19708.586999922
AL,BLOUNT,2019,17347.933767581
AL,BULLOCK,2006,2144.261339659
AL,BULLOCK,2007,2179.651168363
AL,BULLOCK,2008,2503.846395572
AL,BULLOCK,2009,2506.349322898
AL,BULLOCK,2010,3253.0344925590002
AL,BULLOCK,2011,4075.420380549
AL,BULLOCK,2012,5124.972624222
AL,BULLOCK,2013,4026.047058634
AL,BULLOCK,2014,4216.201049615
AL,BULLOCK,2015,6539.878114233
AL,BULLOCK,2016,5857.88442238
AL,BULLOCK,2017,4084.087281642
AL,BULLOCK,2018,5186.417615951
AL,BULLOCK,2019,5073.80601548
AL,BUTLER,2006,7160.173224541
AL,BUTLER,2007,7563.748213895
AL,BUTLER,2008,8339.535200774
AL,BUTLER,2009,9066.410836145
AL,BUTLER,2010,9578.410901268
AL,BUTLER,2011,11630.492983384
AL,BUTLER,2012,12083.167720704
AL,BUTLER,2013,10711.521801115
AL,BUTLER,2014,11523.775101825
AL,BUTLER,2015,12190.89372123
AL,BUTLER,2016,10490.575900972999
AL,BUTLER,2017,9052.416199243
AL,BUTLER,2018,7815.022879751
AL,BUTLER,2019,7035.548840439
AL,CALHOUN,2006,78948.049979499
AL,CALHOUN,2007,89052.478134873
AL,CALHOUN,2008,102351.980249937
AL,CALHOUN,2009,101153.493169408
AL,CALHOUN,2010,109219.386245873
AL,CALHOUN,2011,122845.41163122699
AL,CALHOUN,2012,124703.68804079099
AL,CALHOUN,2013,124492.320106102
AL,CALHOUN,2014,124786.16704467499
AL,CALHOUN,2015,125180.84429943
AL,CALHOUN,2016,118552.24892852899
AL,CALHOUN,2017,104667.275648759
AL,CALHOUN,2018,89558.87256807
AL,CALHOUN,2019,80012.295957736
AL,CHAMBERS,2006,21155.734702482
AL,CHAMBERS,2007,21340.923727393998
AL,CHAMBERS,2008,22027.858325407
AL,CHAMBERS,2009,22318.404777237
AL,CHAMBERS,2010,23671.999342729
AL,CHAMBERS,2011,28953.404813049998
AL,CHAMBERS,2012,28793.730667039
AL,CHAMBERS,2013,28023.830289512
AL,CHAMBERS,2014,26750.935875203
AL,CHAMBERS,2015,25498.371631724
AL,CHAMBERS,2016,24154.823276461
AL,CHAMBERS,2017,21642.509469623998
AL,CHAMBERS,2018,20256.595644877
AL,CHAMBERS,2019,17636.625658692
AL,CHEROKEE,2006,13114.300196205
AL,CHEROKEE,2007,15411.120442522
AL,CHEROKEE,2008,16517.152539525
AL,CHEROKEE,2009,18707.723078912
AL,CHEROKEE,2010,21169.806511111
AL,CHEROKEE,2011,25030.653561883
AL,CHEROKEE,2012,28219.061847524
AL,CHEROKEE,2013,27738.993587708
AL,CHEROKEE,2014,28363.002160722
AL,CHEROKEE,2015,29344.233655838998
AL,CHEROKEE,2016,24221.85363354
AL,CHEROKEE,2017,20215.494819763997
AL,CHEROKEE,2018,18708.93983148
AL,CHEROKEE,2019,16731.462577822
AL,CHILTON,2006,21486.594713745
AL,CHILTON,2007,22249.669990452
AL,CHILTON,2008,22130.934047443
AL,CHILTON,2009,22654.367994731
AL,CHILTON,2010,24040.713317179998
AL,CHILTON,2011,30321.932433738
AL,CHILTON,2012,33523.192103864
AL,CHILTON,2013,37137.793932852
AL,CHILTON,2014,36209.386705603996
AL,CHILTON,2015,35656.419304999
AL,CHILTON,2016,35411.986586328
AL,CHILTON,2017,31442.278919285
AL,CHILTON,2018,28259.173954774
AL,CHILTON,2019,24980.510453944
AL,CHOCTAW,2006,5367.10450571
AL,CHOCTAW,2007,5817.016083874
AL,CHOCTAW,2008,6215.186261786
AL,CHOCTAW,2009,6492.456830504
AL,CHOCTAW,2010,6986.464537559
AL,CHOCTAW,2011,8545.048402929
AL,CHOCTAW,2012,9724.667856066
AL,CHOCTAW,2013,9762.156220586
AL,CHOCTAW,2014,9020.137146145
AL,CHOCTAW,2015,8293.856317487
AL,CHOCTAW,2016,9405.187364458
AL,CHOCTAW,2017,9141.134346439
AL,CHOCTAW,2018,8173.259670128
AL,CHOCTAW,2019,6929.448192803
AL,CLARKE,2006,10050.686124978
AL,CLARKE,2007,11464.79471153
AL,CLARKE,2008,11474.160186631
AL,CLARKE,2009,12256.77354107
AL,CLARKE,2010,13506.254060764
AL,CLARKE,2011,15663.641016328
AL,CLARKE,2012,17249.121107712
AL,CLARKE,2013,17536.533103531
AL,CLARKE,2014,17509.224808231
AL,CLARKE,2015,17628.334548818
AL,CLARKE,2016,17366.10639197
AL,CLARKE,2017,16266.975279561999
AL,CLARKE,2018,14532.178254125
AL,CLARKE,2019,12620.728679554999
AL,CLAY,2006,5522.060406288
AL,CLAY,2007,6391.567333623
AL,CLAY,2008,8025.476279687
AL,CLAY,2009,8126.551497145
AL,CLAY,2010,7573.202267434
AL,CLAY,2011,8530.274267315
AL,CLAY,2012,9228.227844209
AL,CLAY,2013,10016.130710649
AL,CLAY,2014,9498.397593801
AL,CLAY,2015,9491.846269807
AL,CLAY,2016,8844.0414862565
AL,CLAY,2017,7086.890889284
AL,CLAY,2018,6436.075858675999
AL,CLAY,2019,6043.991341276
AL,CLEBURNE,2006,2915.031486927
AL,CLEBURNE,2007,2643.466271017
AL,CLEBURNE,2008,2708.3967354339998
AL,CLEBURNE,2009,3403.3578427029997
AL,CLEBURNE,2010,3530.830795409
AL,CLEBURNE,2011,3819.552601549
AL,CLEBURNE,2012,4572.568996176
AL,CLEBURNE,2013,4617.392381806
AL,CLEBURNE,2014,4843.90278436
AL,CLEBURNE,2015,4983.183600995
AL,CLEBURNE,2016,4696.97171137
AL,CLEBURNE,2017,4130.34016087
AL,CLEBURNE,2018,4038.462751784
AL,CLEBURNE,2019,3335.915066167
AL,COFFEE,2006,16412.378661552
AL,COFFEE,2007,16529.511189787
AL,COFFEE,2008,18692.494407942
AL,COFFEE,2009,19284.033212393
AL,COFFEE,2010,21655.646793137
AL,COFFEE,2011,25218.863848838
AL,COFFEE,2012,26004.111611792
AL,COFFEE,2013,23850.71819433
AL,COFFEE,2014,22997.993682206
AL,COFFEE,2015,22881.220598645
AL,COFFEE,2016,23293.874064205
AL,COFFEE,2017,20989.707117415
AL,COFFEE,2018,18346.109656312
AL,COFFEE,2019,15368.456748454
AL,COLBERT,2006,49309.761744557
AL,COLBERT,2007,49386.268768701
AL,COLBERT,2008,55494.843817921996
AL,COLBERT,2009,53584.320897644
AL,COLBERT,2010,54591.942951577
AL,COLBERT,2011,61756.375657773
AL,COLBERT,2012,61970.922194134
AL,COLBERT,2013,67402.282282538
AL,COLBERT,2014,65136.161308878996
AL,COLBERT,2015,71926.208332134
AL,COLBERT,2016,67234.737944787
AL,COLBERT,2017,59162.305662898994
AL,COLBERT,2018,54834.875288548
AL,COLBERT,2019,51083.864922889
AL,CONECUH,2006,5709.070541859
AL,CONECUH,2007,6749.695864492
AL,CONECUH,2008,7323.7392150509995
AL,CONECUH,2009,7724.061447336
AL,CONECUH,2010,8265.469518566
AL,CONECUH,2011,9044.101197191
AL,CONECUH,2012,10384.670377016
AL,CONECUH,2013,10920.089445534999
AL,CONECUH,2014,6189.6430771039995
AL,CONECUH,2015,4487.110208249
AL,CONECUH,2016,4107.760753565
AL,CONECUH,2017,4027.141446941
AL,CONECUH,2018,4211.231329544
AL,CONECUH,2019,4805.078959288
AL,COOSA,2006,1098.933888381
AL,COOSA,2007,1287.321409944
AL,COOSA,2008,1174.13423287
AL,COOSA,2009,1220.477771191
AL,COOSA,2010,1544.757942044
AL,COOSA,2011,1559.9531524880001
AL,COOSA,2012,1637.146022986
AL,COOSA,2013,1640.374880657
AL,COOSA,2014,1955.856401745
AL,COOSA,2015,947.68319981
AL,COOSA,2016,941.29483735
AL,COOSA,2017,956.1564718999999
AL,COOSA,2018,925.913692241
AL,COOSA,2019,825.770808641
AL,COVINGTON,2006,21548.530605322998
AL,COVINGTON,2007,26384.693334214
AL,COVINGTON,2008,25865.451492449
AL,COVINGTON,2009,27231.481401937
AL,COVINGTON,2010,30245.991731705
AL,COVINGTON,2011,31148.744121019
AL,COVINGTON,2012,31870.185927225
AL,COVINGTON,2013,35070.432943849
AL,COVINGTON,2014,36748.822153889
AL,COVINGTON,2015,38863.552815454
AL,COVINGTON,2016,37670.573105367
AL,COVINGTON,2017,30066.725046198997
AL,COVINGTON,2018,28617.023611943
AL,COVINGTON,2019,24344.047597323
AL,CRENSHAW,2006,3735.660783742
AL,CRENSHAW,2007,4335.859602764
AL,CRENSHAW,2008,4418.9777263159995
AL,CRENSHAW,2009,4619.209761786
AL,CRENSHAW,2010,7513.214145841
AL,CRENSHAW,2011,5887.997356524
AL,CRENSHAW,2012,6201.062081111
AL,CRENSHAW,2013,6024.008900441
AL,CRENSHAW,2014,5544.3668410029995
AL,CRENSHAW,2015,5613.615976792
AL,CRENSHAW,2016,5430.127390796
AL,CRENSHAW,2017,4772.311517792
AL,CRENSHAW,2018,4470.33706731
AL,CRENSHAW,2019,3890.6281751379997
AL,CULLMAN,2006,49819.421028518
AL,CULLMAN,2007,57756.248246783
AL,CULLMAN,2008,61160.202167528
AL,CULLMAN,2009,62329.566589534996
AL,CULLMAN,2010,65230.410283288
AL,CULLMAN,2011,72951.760840233
AL,CULLMAN,2012,76198.60966265699
AL,CULLMAN,2013,78811.91906084299
AL,CULLMAN,2014,84431.84059583199
AL,CULLMAN,2015,88734.236635127
AL,CULLMAN,2016,85034.204133648
AL,CULLMAN,2017,75253.914809651
AL,CULLMAN,2018,63717.675444124
AL,CULLMAN,2019,55102.184184472004
AL,DALE,2006,20155.042471464
AL,DALE,2007,22608.622208472
AL,DALE,2008,24512.737592111
AL,DALE,2009,27149.990033562
AL,DALE,2010,28499.657143196
AL,DALE,2011,32667.687876324
AL,DALE,2012,31816.897240658
